mismatch_seed,band,historical_method_id,new_method_id,historical_w0_snr_db,historical_w0_sndr_db,historical_w0_enob_raw,new_w4_snr_db,new_w4_sndr_db,new_w4_enob_raw,delta_sndr_db,historical_w0_code_exact,historical_w0_different_frame_count,historical_w0_different_frames,historical_hard_dynamic_pass,new_w4_hard_dynamic_pass
77,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.501119419662665,47.22171323441085,7.551779607044993,49.80308066910675,48.8749383794226,7.826401724156579,1.6532251450117528,False,43,2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/29/31/32/36/37/38/39/41/42/43/44/46/51/55/58/59/60/61/62/63,True,True
78,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.53900076885172,49.16520847433358,7.874619347895945,49.022713186376066,48.77253752842826,7.809391616017984,-0.3926709459053228,False,4,14/30/31/61,True,True
79,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.83132581555424,48.23999971164528,7.720930184658686,50.23522368777467,49.587092439184055,7.944699740728249,1.3470927275387723,False,41,0/1/3/4/8/10/11/12/14/19/21/22/23/25/27/28/29/33/35/36/37/38/39/40/42/43/44/45/47/48/49/51/52/53/54/55/56/57/58/60/63,True,True
80,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,45.711797792842866,45.30364294585863,7.233163280042962,49.33652361350254,48.408033613489145,7.748842792938397,3.1043906676305184,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
81,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.73792519899253,47.37682300542666,7.5775453497386485,49.655230754094845,48.48599774513704,7.761793645371602,1.109174739710383,False,28,0/1/2/4/10/14/19/23/26/28/30/33/34/35/36/37/39/40/45/47/48/49/52/53/56/57/58/61,True,True
82,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.56475596510491,47.19286563757521,7.546987647437743,47.402929525502245,47.20228019839948,7.548551527973336,0.009414560824268392,False,4,0/19/51/54,True,True
83,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.02814297749154,48.22452652104673,7.718359887217065,47.69795209897726,47.32726555343116,7.569313214855676,-0.8972609676155656,False,38,0/2/3/4/5/6/7/9/12/13/14/15/16/18/19/20/21/23/25/26/27/29/30/31/34/37/38/39/42/46/47/48/50/57/59/61/62/63,True,True
84,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.90168227470412,49.15473559555318,7.872879667035412,49.6237027731745,49.177158251675046,7.876604360743364,0.022422656121868556,False,5,27/30/34/41/59,True,True
85,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.60839668034778,48.54149805621319,7.771012966148372,49.05683004679886,48.6703019943011,7.792408969153008,0.12880393808790558,False,18,0/5/9/18/25/30/31/34/37/38/41/45/46/50/57/61/62/63,True,True
86,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,45.926275867475695,45.0136778704319,7.184996323992011,49.039722769855814,48.63183651060701,7.786019353921431,3.6181586401751105,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
87,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.18633250834498,49.26720802007725,7.891562794032766,50.070789734656444,49.157833014107595,7.873394188389967,-0.10937500596965322,False,10,2/5/9/16/18/38/41/46/59/62,True,True
88,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.021670659055744,47.098146349952316,7.531253546503708,47.910416311093364,47.32593391897184,7.569092013118247,0.2277875690195259,False,4,20/23/43/55,True,True
89,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.273561109082365,48.32651865840085,7.735302102724394,49.84136554646163,48.716423150463946,7.800070290774743,0.38990449206309563,False,47,1/3/4/5/7/8/9/10/11/12/13/16/17/19/20/21/22/23/24/25/26/29/30/31/33/35/36/39/40/42/43/44/45/46/49/50/51/52/53/54/55/57/58/59/60/61/62,True,True
90,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.88512215821794,46.968186883424856,7.509665595253299,49.44023371745026,48.463549242151174,7.758064658164648,1.495362358726318,False,55,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/29/30/31/32/33/35/36/37/38/39/40/41/42/44/45/46/49/50/51/52/54/55/56/57/58/59/60/62/63,True,True
91,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.223597658005815,47.78427361919228,7.645228175945562,50.17488662499328,48.1755908679142,7.710231041181762,0.39131724872192564,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
92,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.35663867653008,48.74729825122894,7.805199045054642,50.24521991453862,48.60449010999356,7.7814767624574035,-0.14280814123537766,False,21,0/5/6/8/9/13/14/18/28/30/32/34/37/41/45/47/48/50/59/61/63,True,True
93,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.088830698642965,47.897648012241596,7.664061131601595,49.200165042573076,48.41255252154169,7.749593442116561,0.514904509300095,False,45,0/1/2/3/4/7/8/9/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/29/31/32/33/35/36/37/40/42/43/44/47/49/51/52/53/54/56/58/60/61/62,True,True
94,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.57843654071354,47.36780671649723,7.576047627325122,47.62278982822272,47.43389320774136,7.587025449790925,0.06608649124413546,False,59,0/1/2/3/4/5/6/7/9/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/40/41/42/43/44/45/46/47/48/49/50/51/52/54/56/57/58/59/60/61/62/63,True,True
95,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.58101468404202,47.699003435061655,7.631063693531837,50.19427794422618,48.60290435256208,7.781213347601675,0.9039009175004225,False,44,0/2/3/4/5/6/9/11/12/13/14/15/16/18/20/21/22/24/27/29/30/31/33/34/37/38/41/42/43/45/46/47/48/50/52/53/54/55/58/59/60/61/62/63,True,True
96,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.58547420630652,49.59963529048668,7.946783270844964,48.83711887037392,48.40490623265608,7.748323294461144,-1.1947290578305996,False,11,6/14/27/30/34/37/45/47/48/52/53,True,True
97,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.68782623994162,48.97865864571472,7.843631004271549,50.33240813233902,49.18966375943015,7.878681687612982,0.21100511371543007,False,3,2/27/46,True,True
98,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.31367344756129,48.68804816349957,7.795356837790628,47.7851105242823,47.2884341491519,7.562862815473738,-1.3996140143476765,False,35,1/3/5/6/7/9/10/11/12/13/15/17/20/22/23/24/25/27/31/32/34/41/44/46/49/50/51/55/56/57/58/59/60/62/63,True,True
99,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.63870178279609,46.71596504853732,7.4677682804879275,48.82308437135631,47.98827621643622,7.679115650570801,1.2723111678988985,False,54,1/2/3/4/5/6/7/8/9/11/12/13/15/16/17/18/19/20/21/22/23/24/25/27/29/30/31/32/33/35/36/37/39/40/41/42/43/44/45/46/47/48/49/51/53/55/56/57/58/59/60/61/62/63,False,True
100,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.86885322449879,48.07542899030289,7.693592855532042,49.17580892726487,48.672652117964645,7.79279935514363,0.5972231276617563,False,37,0/1/8/9/10/12/14/17/18/19/21/23/24/25/26/27/28/33/34/35/36/39/41/42/43/44/45/47/49/51/52/54/55/56/57/58/61,True,True
101,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.58252837967332,48.37767017670448,7.743799032675163,49.441054357493314,48.09558860604337,7.69694162891086,-0.28208157066110573,False,46,0/2/3/4/5/6/7/10/11/12/13/14/15/16/18/20/22/23/24/25/27/29/30/31/32/33/34/35/38/39/40/41/42/46/48/49/50/51/53/54/55/57/58/59/60/63,True,True
102,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.11154141188615,47.040925791085925,7.5217484702800546,49.76100031999775,48.9648625986997,7.841339302109586,1.923936807613778,False,63,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
103,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.530616429344256,47.08556408334573,7.529163468994308,49.20997230188333,47.792565079315835,7.646605494902963,0.7070009959701054,False,6,4/17/23/32/51/52,True,True
104,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.31451517547522,47.778208176902154,7.644220627392385,49.338138270517945,48.862093295098035,7.824267989218944,1.0838851181958802,False,13,5/6/11/13/22/31/34/38/46/50/51/60/63,True,True
105,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.90090700042835,47.20183684835327,7.5484778817862574,47.93975922687524,47.31892709797661,7.567928089364886,0.11709024962334524,False,8,1/19/22/28/42/54/55/58,True,True
106,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.292109067144324,48.98010288117453,7.843870910494109,48.04460522192825,47.14746999538514,7.539446843087233,-1.832632885789394,False,36,0/1/2/6/8/9/10/14/15/16/18/19/20/21/23/26/27/29/30/34/35/37/38/39/41/42/43/45/47/48/50/52/59/61/62/63,True,True
107,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.12789340640353,48.200509257607116,7.714370308572612,50.0814433049119,49.096909305770076,7.863273971058153,0.8964000481629597,False,26,0/2/6/9/13/14/15/16/18/26/27/29/30/31/37/38/39/41/43/45/48/50/59/61/62/63,True,True
108,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.66947464365699,48.668228084619976,7.792064465883718,49.926006474464614,49.18991757294303,7.878723849326086,0.5216894883230552,False,1,54,True,True
109,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,23.660524999431264,23.344589782650104,3.5854800303405487,48.52147487254509,47.648543534130496,7.622681650187791,24.303953751480392,False,59,0/1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/26/27/29/30/31/32/33/34/35/36/38/39/40/41/42/44/45/46/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
110,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,32.80687569702867,32.12923052072839,5.044722677861859,49.08145920336257,48.19290058077361,7.713106408766381,16.06367006004522,False,2,0/11,False,True
111,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.64588150482733,48.55106940518632,7.772602891226964,48.81863622416117,47.912792547096316,7.666576835065834,-0.638276858090002,False,22,0/1/8/10/17/19/20/21/22/26/33/35/42/43/44/49/51/53/55/56/57/58,True,True
112,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.966831706669325,48.661617365884226,7.790966339847879,47.701998173423384,47.21979746147496,7.551461372338034,-1.4418199044092646,False,40,0/2/3/4/5/6/8/9/10/11/12/13/15/16/17/20/21/22/23/24/25/26/29/31/32/33/36/38/40/42/46/47/52/54/55/57/58/59/60/62,True,True
113,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.77942523271004,48.40614025975565,7.7485282823514385,48.814232324451545,47.93118927504801,7.669632769941531,-0.47495098470763963,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
114,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.3807871919073,49.194829957556905,7.879539860059287,50.18121517155036,49.124016836247925,7.867776883097663,-0.07081312130897999,False,8,6/9/15/27/37/38/41/59,True,True
115,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.73543031173268,48.47297194374168,7.759629890986991,48.57347019089786,47.83948708526496,7.65439984805066,-0.6334848584767201,False,54,0/1/2/3/4/6/7/8/9/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/31/32/33/34/35/36/37/38/39/40/41/42/45/46/47/50/51/52/54/55/57/58/59/60/62/63,True,True
116,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.36165326198154,46.76848057571061,7.476491789985152,50.31349779029223,49.099828974247956,7.86375896582192,2.3313483985373438,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
117,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.96068452345901,49.19089833973068,7.878886767397124,49.332987286483494,48.35588224033597,7.740179774142189,-0.8350160993947071,False,16,2/5/6/11/13/16/22/29/31/38/45/46/51/59/60/62,True,True
118,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.8786029179015,49.246487831208626,7.8881209021941245,47.79318334915664,47.46453328788508,7.5921151641005125,-1.7819545433235433,False,34,1/2/3/4/5/6/7/10/11/12/13/15/16/17/18/20/21/22/24/25/26/29/30/31/32/37/38/40/46/55/59/60/61/62,True,True
119,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.95490262989064,48.65392290677601,7.7896881904943545,49.32814980363153,48.16067126227061,7.707752701373857,-0.49325164450539916,False,9,2/4/11/12/18/20/21/25/32,True,True
120,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.715605864916704,48.53160993099784,7.769370420431535,47.8788100732087,47.263454877095455,7.558713434733465,-1.2681550539023831,False,26,0/1/6/7/14/19/23/28/30/32/35/36/37/39/40/42/43/45/52/53/55/56/57/58/61/63,True,True
121,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.04320450354736,48.602126105056485,7.78108407060739,49.467314086677085,48.097316353739515,7.697228630189289,-0.5048097513169694,False,13,2/3/11/12/13/20/29/32/36/40/48/59/60,True,True
122,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.23903435085127,48.49368547483956,7.763070676883649,50.492050745711346,49.51687208712565,7.933035230419544,1.0231866122860893,False,52,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/28/29/31/32/33/35/36/38/39/40/42/43/45/46/49/50/51/52/53/55/56/58/59/60/61/62,True,True
123,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.4929064768156,47.384854627212235,7.578879506181435,49.53992844076764,48.859357379473884,7.823813518185031,1.4745027522616496,False,12,1/17/23/34/36/43/45/50/53/54/56/57,True,True
124,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.58949225099191,48.702749053674204,7.797798846125284,50.49768835358407,49.22226074322342,7.884096468973992,0.5195116895492191,False,55,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/31/32/33/35/36/37/38/39/40/41/42/44/46/47/48/49/51/52/53/54/55/56/57/58/59/60/62,True,True
125,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.80817970862346,47.95304869168422,7.673263902273127,50.53412122056809,48.27562590845611,7.726848157550849,0.3225772167718901,False,3,12/32/40,True,True
126,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.95132517787937,48.211300497383355,7.716162873319496,49.85310358058652,49.208132367998886,7.881749562790514,0.9968318706155301,False,27,0/2/5/6/7/9/11/13/15/16/18/22/27/30/31/32/34/37/38/41/45/47/48/50/51/59/60,True,True
127,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.29125567025219,47.62825856331682,7.619312053707114,49.60024439417508,48.928601915916815,7.835315932876548,1.3003433525999952,False,38,0/1/5/7/8/10/12/14/17/19/22/24/28/29/30/33/34/35/36/37/39/40/42/43/44/45/47/48/49/52/53/54/55/56/57/58/59/61,True,True
128,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,46.49979915247715,46.0247566918627,7.352949616588489,47.785596903734096,47.50124331175341,7.59821317470987,1.4764866198907143,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
129,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.29515673053922,48.304909537123606,7.731712547694952,48.38453952345716,48.02501547514464,7.685218517465888,-0.2798940619789647,False,49,0/1/3/4/5/6/8/10/11/12/13/14/15/17/19/20/21/22/23/24/25/26/28/29/31/33/34/35/36/37/39/40/42/43/44/45/47/49/51/52/53/54/55/56/57/58/60/61/62,True,True
130,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.34590836669011,48.81833607640444,7.816999348239942,48.73557786259374,47.64727821573584,7.622471464407948,-1.1710578606686042,False,25,0/6/8/14/21/23/27/30/32/34/38/39/41/43/44/45/47/48/50/51/52/54/56/61/63,True,True
131,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.595705822737045,48.78306170148548,7.8111398175225055,48.77122993871117,47.793462261355835,7.646754528464426,-0.9895994401296448,False,39,0/1/3/6/7/8/9/13/14/16/17/18/21/26/27/28/30/31/33/34/35/37/38/39/41/43/44/45/46/47/48/52/55/56/57/59/61/62/63,True,True
132,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.80196564279142,48.20763518507278,7.715554017453951,48.65448541959662,48.131314884364386,7.702876226638603,-0.0763203007083959,False,44,0/1/2/3/4/5/7/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/26/29/32/33/36/38/39/40/42/43/44/45/46/49/51/53/54/55/56/58/60/61,True,True
133,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.218547830284066,47.50461138145276,7.598772654726373,49.74372044384342,48.5316886572593,7.769383497883606,1.0270772758065405,False,47,0/1/2/5/6/7/8/9/12/13/14/15/16/17/18/19/20/21/22/23/25/26/27/28/30/31/32/34/35/37/38/39/41/43/45/47/48/50/52/54/55/56/57/59/60/62/63,True,True
134,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.085263894634316,47.196499839069304,7.547591335393573,48.670037474987666,47.49410933519792,7.597028128770419,0.2976094961286151,False,7,0/19/22/24/42/49/53,True,True
135,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.28681914217461,47.61782600899049,7.61757907126088,50.00734635474137,47.948554161169085,7.672517302519783,0.33072815217859386,False,56,0/1/3/5/6/7/8/9/10/12/13/14/15/17/18/21/22/23/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
136,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.10594845180488,47.2279666161525,7.552818374776163,50.31519747276136,48.85282634400083,7.822728628571568,1.6248597278483317,False,25,0/1/3/7/8/12/13/15/17/19/21/22/24/25/26/32/33/35/42/44/49/51/52/55/58,True,True
137,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.06775100202563,47.239789473239206,7.554782304524786,49.524779936367615,48.930324226161844,7.835602030923895,1.6905347529226376,False,27,0/1/3/8/10/11/12/17/19/21/23/28/33/34/35/36/39/42/43/44/49/52/53/54/55/57/60,True,True
138,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.93215415886603,47.750185904912954,7.639565764935708,48.19993484776832,47.9760242805557,7.677080445275034,0.2258383756427449,False,3,21/22/33,True,True
139,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.56666385317977,48.44091479072796,7.754304782512951,48.17656426025781,47.517869026747846,7.600974921386686,-0.9230457639801131,False,45,0/1/2/3/4/5/6/7/8/9/11/12/13/14/15/16/18/20/21/24/25/26/27/28/29/31/32/33/34/35/36/37/38/39/40/41/42/46/47/50/58/59/60/62/63,True,True
140,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.479845838369535,46.78646689754739,7.479479551087607,48.1440369913365,47.46392868026597,7.592014730941193,0.6774617827185807,False,36,2/3/5/6/8/9/14/15/16/18/20/22/29/30/32/34/37/38/39/40/41/42/43/44/45/46/47/48/49/50/52/53/58/59/61/63,False,True
141,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.74194693568665,47.6107949638473,7.616411123562675,38.075970084844776,37.591849894139656,5.952134533910242,-10.018945069707641,False,63,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,False
142,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.293229558742375,46.916448559247456,7.501071189243764,48.59870710858602,48.039239987719675,7.687581393308917,1.122791428472219,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
143,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.27608007158878,47.5694269842138,7.609539366148472,49.07945461981054,48.39761980659539,7.74711292468362,0.8281928223815882,False,49,0/1/2/4/5/6/8/9/10/12/13/14/17/18/19/21/22/23/26/27/28/30/33/34/35/36/37/38/39/40/42/43/44/45/47/48/49/50/52/53/54/55/56/57/58/59/60/61/63,True,True
144,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.87855654216862,48.94694227792634,7.838362504638928,49.594737571839,48.60409433561172,7.781411019204605,-0.34284794231462,False,3,10/14/61,True,True
145,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.82233294989973,47.272741231370425,7.560256018500072,49.064916258775604,48.0654269250073,7.691931382891579,0.7926856936368765,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
146,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.2105291487619,47.740826873610644,7.638011108573197,48.051220125427875,47.614480962948846,7.617023415772234,-0.12634591066179723,False,2,24/51,True,True
147,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.31752703508994,46.70021707193774,7.465152337531188,50.41716002809462,48.93596981875486,7.83653983700247,2.23575274681712,False,38,0/2/5/6/7/9/11/12/14/16/18/20/22/24/27/29/30/31/32/34/37/38/39/40/41/42/44/45/46/47/48/50/51/57/59/61/62/63,False,True
148,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.77245252151103,47.55435922841304,7.607036416679908,49.7010989167865,48.97749993534678,7.843438527466243,1.4231407069337365,False,33,0/4/9/10/14/16/18/19/27/28/30/31/34/35/36/37/38/39/41/42/43/44/45/47/48/49/50/51/54/56/57/59/61,True,True
149,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.58233075187252,48.859992255645146,7.823918979343048,48.47272026875787,47.828267791149784,7.652536177931859,-1.0317244644953618,False,19,0/5/6/8/9/14/21/28/30/35/36/38/45/48/50/52/56/61/63,True,True
150,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.074678404575295,49.30961301683273,7.898606813427365,48.17095915504201,47.67502132529333,7.627079954367663,-1.6345916915393985,False,32,0/1/3/4/8/10/11/12/14/19/21/23/24/28/30/33/35/36/39/40/42/43/44/45/47/49/51/52/53/54/56/57,True,True
151,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.883531883176225,47.22256791489855,7.5519215805479325,48.26806700178099,47.71920454387073,7.634419359446966,0.4966366289721833,False,47,0/2/4/5/6/7/8/9/14/15/16/18/19/20/23/25/26/27/28/29/30/31/32/34/35/37/38/39/41/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/61/62/63,True,True
152,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.20955867093045,48.336027940130705,7.736881717629686,49.35786260756093,48.27043741717361,7.725986281922528,-0.06559052295709478,False,29,1/4/8/10/17/19/20/22/23/24/26/28/32/33/35/36/39/40/42/43/44/49/51/52/53/54/55/56/58,True,True
153,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.12670751948752,48.47707985225148,7.760312267815861,49.5570088169725,48.59872595987555,7.7805192624378,0.12164610762407335,False,17,0/5/14/18/22/28/30/34/37/38/39/41/45/50/59/61/63,True,True
154,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.02007611515734,47.55327395514761,7.60685613872884,48.67231057381454,48.14110829509328,7.7045030390520415,0.5878343399456725,False,27,1/2/5/6/9/10/12/13/15/16/17/18/25/27/28/29/31/32/38/40/41/46/54/59/60/62/63,True,True
155,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.925829531022984,47.63425822242845,7.620308674822002,49.51029601261319,48.995832101760044,7.846483737833895,1.3615738793315941,False,15,3/5/7/12/13/16/17/18/22/29/41/42/46/53/60,True,True
156,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.71101362653218,47.67114387246029,7.626435859212674,50.00347333144574,49.12000412348874,7.867110319516403,1.4488602510284494,False,27,3/6/8/10/18/19/21/28/29/30/36/37/38/39/43/44/45/47/48/49/52/53/54/56/57/58/61,True,True
157,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.334921082898816,48.111486183907324,7.699582422575968,49.93186791088259,49.13397208062677,7.869430578177205,1.022485896719445,False,9,0/22/27/28/30/37/45/52/54,True,True
